DRI Number,Project Name,Water Usage,County,Initial Info Form Submision Date,Cleaned Water Usage Data,Water Discharge Data,Cleaned Water Discharge Data,Contains 'data center'?,Current Status,Data Center?
4178,Meissner Corporation- Athens Campus,0.08 mgpd,Clarke,3/29/2024,0.08,0.08mgpd,0.08mgpd,0,Completed,TBD
4176,"Pates Creek Subdivision, Phase 3",0.072 mgd,Henry,3/28/2024,0.072,0.052 mgd,0.052,0,Completed,TBD
4175,"Pigmental Studios, St. Marys, GA.",0.183 mgd,Camden,3/27/2024,0.183,0.156 mgd,0.156,0,Completed,TBD
4174,Poole Mountain,No water data,Gwinnett,3/27/2024,No water data,No water data,No water data,0,Withdrawn,TBD
4173,Poole Mountain,0.31,Gwinnett,3/27/2024,0.31,0.26,0.26,0,Completed,TBD
4171,Project Eisenhower,0.018mgd,Richmond,3/27/2024,0.018mgd,0.0092 mgd,0.0092,1,Completed,TBD
4170,Southbound Timberland Tract,+/ -0.031 mgd,Bryan,3/27/2024,+/ -0.031,+/ -0.031 mgd,+/ -0.031,0,Completed,TBD
4169,Williamson Tract,+/ -0.02 mgd,Bryan,3/29/2024,+/ -0.02,+/ -0.02 mgd,+/ -0.02,0,Completed,TBD
4168,Auburn Drinking Water Supply Project,0.8 mgd,Barrow,3/22/2024,0.8,0.00034 mgd,0.00034,0,Completed,TBD
4165,Access Warren I-20 Commerce Park,0.5 mgd,Warren,3/20/2024,0.5,0.4 mgd,0.4,0,Completed,TBD
4164,Benister,0.7004 mgd,Coweta,3/18/2024,0.7004,0.6556 mgd,0.6556,0,Completed,TBD
4162,Imola Automotive USA,.25 million gallons per day,Peach,3/6/2024,.25 million gallons per day,>.25 million gallons per day,>.25 million gallons per day,0,Completed,TBD
4160,Oldcastle APG GMS Cartersville Expansion,"0.00187 mgd (56,000 gals/ month)",Bartow,3/5/2024,0.00187,>0.0000 mgd (313 gals/ mo),>0.0000,0,Completed,TBD
4159,Sparkman-Anderson Tract - SPH 21,.0105,Chatham,3/5/2024,.0105,.0105,.0105,0,Completed,TBD
4158,404 Concrete Ready Mix,0.00108,Walton,3/4/2024,0.00108,.000380,.000380,0,Completed,TBD
4157,Macon Road PUD,No water data,Muscogee,2/28/2024,No water data,No water data,No water data,0,Initial Form Submitted,TBD
4155,St. George Crossing,.15 mgd,Burke,2/26/2024,.15,.15 mgd,.15,0,Completed,TBD
4151,Dinah Pace Road at Brown Bridge Road,0.17,Newton,2/19/2024,0.17,0.17,0.17,0,Completed,TBD
4148,"SOLARCYCLE,INC.",0.693 mgd,Polk,2/15/2024,0.693,0.28 mgd,0.28,0,Completed,TBD
4147,Rockdale Technology Park 1,0.03 mgd,Rockdale,2/15/2024,0.03,0.016 mgd,0.016,1,Completed,TBD
4146,Buford Creek Business Center,0.014 mgd,Hall,2/13/2024,0.014,0.014 mgd,0.014,0,Completed,TBD
4144,Quarry Water Supply Project Including Drinking Water Treatment Plant,0,Barrow,2/14/2024,0,none,none,0,Withdrawn,TBD
4143,141 South Project,No water data,Coweta,2/12/2024,No water data,No water data,No water data,0,Completed,TBD
4142,RaceTrac April Court TC,0.0025 mgd,Coweta,2/9/2024,0.0025,0.0025 mgd,0.0025,0,Completed,TBD
4135,Sawtooth Farms Subdivision,No water data,Lee,2/9/2024,No water data,No water data,No water data,0,Initial Form Submitted,TBD
4134,"NW Georgia Land Holdings, LLC",No water data,Paulding,2/9/2024,No water data,No water data,No water data,0,Completed,TBD
4133,Buford Creek Business Center,0.014 mgd,Gwinnett,2/6/2024,0.014,0.014 mgd,0.014,0,Withdrawn,TBD
4132,Sardis Church Truck Parking,0 mgd,Bibb,2/2/2024,0,0 mgd,0,0,Completed,TBD
4130,Quik Trip,0.0021 mgd,Oconee,1/29/2024,0.0021,0.0011 mgd,0.0011,0,Completed,TBD
4127,Chicken Lyle Rezoning,0.163 mgd,Barrow,1/26/2024,0.163,0.163 mgd,0.163,0,Completed,TBD
4125,Bill Arp Residential,0.5 mgd,Douglas,1/24/2024,0.5,0.5 mgd,0.5,0,Completed,TBD
4123,RaceTrac Valdosta EDO,0.003214 mgd,Lowndes,1/19/2024,0.003214,0.003214 mgd,0.003214,0,Completed,TBD
4122,Woodbury Village (Project Name),0.0695 mgd,Meriwether,1/31/2024,0.0695,0.0695 mgd,0.0695,0,Completed,TBD
4121,Royal Tract - SPH 21,.00310,Chatham,1/17/2024,.00310,.00310,.00310,0,Completed,TBD
4120,DC Blox - ATL East Data Center,"785 gpd (0.008 mgd, 0.55 gpm)",Rockdale,1/17/2024,785 gpd (0.008,"785 gpd (0.008 mgd, 0.55 gpm)",785 gpd (0.008,1,Completed,TBD
4119,Sawtooth Farms Subdivision,No water data,Lee,1/3/2024,No water data,No water data,No water data,0,Initial Form Submitted,TBD
4118,Warnell Farms PUD,0.295 mgd,Bryan,1/3/2024,0.295,0.246 mgd,0.246,0,Completed,TBD
4117,665 Marietta Street,0.59 mgd,Fulton,12/21/2023,0.59,0.59 mgd,0.59,0,Completed,TBD
4116,Jones Petroleum Travel Center 2,0.058 mgd,Butts,12/20/2023,0.058,0.058 mgd,0.058,0,Completed,TBD
4114,Wayne Davis Concrete Plant,na,Troup,12/14/2023,na,"raw sewage from the office will go to the septic tanks.  all water usage with the batch plant will be captured on-site, filtered and recycled.","raw sewage from the office will go to the septic tanks.  all water usage with the batch plant will be captured on-site, filtered and recycled.",0,Completed,TBD
4113,Mixed Use Development - Thompson Mill/SR 211,No water data,Jackson,12/12/2023,No water data,No water data,No water data,0,Withdrawn,TBD
4112,DC Blox- ATL West Data Center,"17,640 gpd (.018 mgd)",Douglas,12/8/2023,"17,640 gpd (.018","17, 640 gpd (.018 or 12.25 gpm)","17, 640 gpd (.018 or 12.25 gpm)",1,Completed,TBD
4111,DC Blox- ATL West Data Center,No water data,Douglas,12/8/2023,No water data,No water data,No water data,1,Withdrawn,TBD
4109,Clifton Springs Mixed-Use,0.17 mgd,DeKalb,12/8/2023,0.17,0.17 mgd,0.17,0,Completed,TBD
4108,RaceTrac,No water data,Fulton,12/4/2023,No water data,No water data,No water data,0,Withdrawn,TBD
4107,Love's Travel Stop & Country Store,0.07 mgd,Liberty,11/30/2023,0.07,0.01 mgd,0.01,0,Completed,TBD
4106,Di VIne Village,unknown at this time,Lumpkin,11/22/2023,unknown at this time,unknown at this time,unknown at this time,0,Completed,TBD
4105,Lake Oconee Estates & Beach Club,0.1 mgd,Greene,11/16/2023,0.1,0.1 mgd,0.1,0,Completed,TBD
4103,TD Jakes - Fort Mac Village One,No water data,Fulton,11/6/2023,No water data,No water data,No water data,0,Withdrawn,TBD
4099,Wyndham PUD,0.267 mgd,Bryan,11/6/2023,0.267,0.229 mgd,0.229,0,Completed,TBD
4098,Thompson Mill Village,0.042 mgd,Gwinnett,11/3/2023,0.042,0.042 mgd,0.042,0,Completed,TBD
4096,RaceTrac Ellabell EDO,0.003214 mgd,Bryan,11/3/2023,0.003214,0.003214 mgd,0.003214,0,Completed,TBD
4094,Project Rita,.225 mgd,Fayette,10/27/2023,.225,0.075 mgd,0.075,0,Completed,TBD
4093,RaceTrac - Metter,.0014 mgd,Candler,10/17/2023,.0014,.00167 mgd,.00167,0,Completed,TBD
4092,DAB Properties Transfer Station,0.0025 mgd,Walton,10/16/2023,0.0025,.0004 mgd of sewage flow based on one bathroom and sink,.0004,0,Completed,TBD
4091,New Hampstead PUD Amendment 2023,2.6 mgd,Chatham,10/15/2023,2.6,2.6 mgd,2.6,0,Completed,TBD
4087,Lithia Springs Data Center,0.031 mgd,Douglas,10/12/2023,0.031,0.017 mgd,0.017,1,Completed,TBD
4085,Port Royal - Planned Unit Development,0.20 mgd,Bryan,10/16/2023,0.20,0.20 mgd,0.20,0,Completed,TBD
4084,Hwy 278 / Brock Road / Noland Road Project,No water data,Polk,10/10/2023,No water data,No water data,No water data,0,Completed,TBD
4083,Rockmart Residential (Cartersville Hwy),.06 mgd,Polk,10/10/2023,.06,.046 mgd,.046,0,Completed,TBD
4082,Bulloch County Regional Water Supply,3.15 mgd,Bulloch,10/5/2023,3.15,0.00 mgd,0.00,0,Completed,TBD
4081,Thompson Bridge Mixed-Use,0.851 mgd (avg.),Hall,10/6/2023,0.851,0.851 mgd (avg.),0.851,0,Completed,TBD
4080,River Park Phase 4,0.007 mgd,Butts,10/2/2023,0.007,0.054 mgd,0.054,0,Completed,TBD
4079,T5 - ATL IV Data Center,0.077 mgd,Coweta,9/28/2023,0.077,0.065 mgd,0.065,1,Completed,TBD
4078,Rock House Road Data Center Site,1.14 mgd,Douglas,9/27/2023,1.14,0.19 mgd,0.19,1,Completed,TBD
4076,PNK-Madison,0.223 mgd,Morgan,9/26/2023,0.223,0.222 mgd,0.222,0,Withdrawn,TBD
4075,Bartram ADM Properties,< 1.0 mgd,Henry,9/25/2023,< 1.0,< 1.0 mgd,< 1.0,0,Completed,TBD
4074,Cascade Palmetto Highway & Ridge Road,0.35 gpd,Fulton,9/21/2023,0.35 gpd,"292,800 gpd","292,800 gpd",0,Completed,TBD
4071,Project Frasier,No water data,Henry,9/15/2023,No water data,No water data,No water data,0,Withdrawn,TBD
4070,Project Frasier,"approximately 0.0017 mgd (1,726 gpd)",Henry,9/15/2023,approximately 0.0017,"approximately 0.0017 mgd (1,726 gpd)",approximately 0.0017,0,Completed,TBD
4069,A. Scott Emmons Water Reclamation Facility Phases 2 and 2A,<0.005,Newton,9/15/2023,<0.005,<0.005,<0.005,0,Completed,TBD
4067,Mead Road Transfer Station,0.0005,Bibb,9/7/2023,0.0005,0.0005,0.0005,0,Completed,TBD
4065,Amsterdam Walk,0.35 mgd,Fulton,9/8/2023,0.35,0.30 mgd,0.30,0,Completed,TBD
4064,McKinna Surface Mine,No water data,Glynn,9/6/2023,No water data,No water data,No water data,0,Completed,TBD
4063,7-Eleven (Store #1055592),No water data,Crisp,9/1/2023,No water data,No water data,No water data,0,Completed,TBD
4061,Switch KEEP 2.0 Atlanta North Campus,1.3 mgd,Bartow,8/29/2023,1.3,0.65 mgd,0.65,1,Completed,TBD
4057,Westwood,0.38,Fulton,8/25/2023,0.38,0.38,0.38,0,Completed,TBD
4054,Monteith Rezoning,information not provided,Chatham,8/17/2023,information not provided,not provided,not provided,0,Completed,TBD
4052,Meinhard Rezoning,.003,Chatham,8/17/2023,.003,.003,.003,0,Completed,TBD
4051,Vantage Data Center,estimate water supply demand =  0.014 mgd,Douglas,8/15/2023,estimate water supply demand =  0.014,estimated sewage flow:  0.010 mgd,estimated sewage flow:  0.010,1,Completed,TBD
4049,Hwy 293 Trash Transfer Station,"less than 2,500 gallons a day",Bartow,8/11/2023,"less than 2,500 gallons a day","less than 2,500 gallons a day","less than 2,500 gallons a day",0,Completed,TBD
4048,Greene Gateway Industrial Park,"40,000 gpd",Greene,8/10/2023,"40,000 gpd",0.04 mgd,0.04,0,Completed,TBD
4047,Nancy Industrial Drive Tract,0.25 mgd,Jackson,8/4/2023,0.25,0.25 mgd,0.25,0,Completed,TBD
4046,Circle K Pooler Diesel Canopy Expansion,0 mgd,Chatham,8/21/2023,0,0 mgd,0,0,Completed,TBD
4044,JLM - Bloomingdale Residential Development,.141,Chatham,8/3/2023,.141,.141,.141,0,Completed,TBD
4043,ECI Richmond Hill Multifamily,.0873mgd,Bryan,8/2/2023,.0873mgd,.0873mgd,.0873mgd,0,Completed,TBD
4042,Sockwell Eastside Village,".1125mgd  (112,482 gal/day)",Newton,8/1/2023,".1125mgd  (112,482 gal/day)",".1125 mgd (112,482 / gal)",.1125,0,Completed,TBD
4041,Keller PD,0.3327 mgd,Chatham,8/2/2023,0.3327,0.18352 mgd,0.18352,0,Completed,TBD
4040,Walker CountyStone,.5148 mgd (includes recycled water),Walker,7/31/2023,.5148,0.000125 mgd (septic system),0.000125,0,Completed,TBD
4038,Market Place Boulevard,No water data,Forsyth,7/24/2023,No water data,No water data,No water data,0,Withdrawn,TBD
4036,Bowen Homes Redevelopment,phase 1: 0.22 mgd | phase 2: 0.59 mgd,Fulton,7/24/2023,phase 1: 0.22,phase 1: 0.18 mgd | phase 2: 0.49 mgd,phase 1: 0.18,0,Completed,TBD
4035,Erickson Project,No water data,Forsyth,8/3/2023,No water data,No water data,No water data,0,Withdrawn,TBD
4034,Basic Ready Mix Kingston Concrete Plant,"32,000 gallons per day (0.032 mgd)",Bartow,7/21/2023,"32,000 gallons per day (0.032",0,0,0,Completed,TBD
4031,Hillwood South,0.063 mgd,Butts,7/20/2023,0.063,0.050 mgd,0.050,0,Completed,TBD
4029,City Water Plant #2,No water data,Lowndes,7/18/2023,No water data,No water data,No water data,0,Completed,TBD
4028,7-Eleven Travel Center,0.0056 mgd,Troup,7/18/2023,0.0056,0.0011 mgd,0.0011,0,Completed,TBD
4027,"Creative Land Co, LLC",0.18 mgd,Fulton,7/17/2023,0.18,0.14 mgd,0.14,0,Completed,TBD
4026,Cypress Grove,No water data,Fulton,7/17/2023,No water data,No water data,No water data,0,Withdrawn,TBD
4025,Cypress Grove,No water data,Fulton,7/17/2023,No water data,No water data,No water data,0,Withdrawn,TBD
4024,Cypress Grove,No water data,Fulton,7/17/2023,No water data,No water data,No water data,0,Withdrawn,TBD
4023,Cypress Grove,0.09 mgd,Fulton,7/17/2023,0.09,0.09 mgd,0.09,0,Completed,TBD
4020,1773 Jeffersonville Road Truck Parking,No water data,Macon,7/17/2023,No water data,No water data,No water data,0,Terminated,TBD
4014,"Joyride Logistics, LLC Truck Park",0,Bibb,7/13/2023,0,0,0,0,Completed,TBD
4013,Ackerman 81,.015 mgd,Barrow,7/11/2023,.015,.015 mgd,.015,0,Completed,TBD
4011,Lanier Landing,1.4 mgd,Hall,7/27/2023,1.4,1.33 mgd,1.33,0,Completed,TBD
4010,7-Eleven (Store #1055378),0.0056 mgd,Lowndes,7/7/2023,0.0056,0.0011 mgd,0.0011,0,Completed,TBD
4008,Gateway Phase lll,0.074,Pickens,7/6/2023,0.074,0.074,0.074,0,Completed,TBD
4006,"Atlanta Motorsports Park, LLC",No water data,Dawson,7/5/2023,No water data,No water data,No water data,0,Withdrawn,TBD
4005,"Atlanta Motorsports Park, LLC","30,000",Dawson,7/5/2023,"30,000","30,000","30,000",0,Completed,TBD
4004,Merrill Park Chattahoochee Hills,1.42 mgd,Fulton,6/29/2023,1.42,1.27 mgd,1.27,0,Completed,TBD
4003,7-Eleven (Store #1055418),0.0056 mgd,Houston,6/22/2023,0.0056,0.0011 mgd,0.0011,0,Completed,TBD
4002,QuikTrip No. 1760,.002405 mgd,Carroll,6/22/2023,.002405,.001250 mgd,.001250,0,Completed,TBD
4001,Hilltop Acres,"57,000",Greene,6/21/2023,"57,000","57,000","57,000",0,Completed,TBD
3998,Newton County Logistics Center,0.03 mgd,Newton,6/21/2023,0.03,0.03 mgd,0.03,0,Completed,TBD
3997,Granite Rock Quarry,No water data,Crawford,6/9/2023,No water data,No water data,No water data,0,Completed,TBD
3996,Interstate 75 Exit 146 Truck Parking,none,Houston,6/5/2023,none,none,none,0,Completed,TBD
3995,Solid Waste Disposal & Recycling Facility,estimated to be less than 0.005 mgd,Jenkins,6/2/2023,estimated to be less than 0.005,less than 0.001 mgd sewage; estimated 0.015 mgd landfill leachate (industrial wastewater) hauled to wastewater treatment facility.,less than 0.001,0,Completed,TBD
3994,"IceCap Cold Strorage, Thomson Georgia",0.0369 million gallons per day,McDuffie,6/2/2023,0.0369 million gallons per day,0.0131 million gallons per day,0.0131 million gallons per day,0,Completed,TBD
3993,Amlajack Industrial Park,0.064 mgd,Coweta,6/2/2023,0.064,0.051 mgd,0.051,0,Completed,TBD
3992,Hill - Durrence Tract,0.033,Chatham,5/16/2023,0.033,0.033,0.033,0,Completed,TBD
3991,Old Augusta Commerce Center,No water data,Effingham,5/15/2023,No water data,No water data,No water data,0,Completed,TBD
3989,The Bluffs At Manning Mill,.22 mgd,Bartow,5/12/2023,.22,.30 mgd,.30,0,Completed,TBD
3987,The Lake Society at Lake Oconee,0.25 mgd,Greene,5/11/2023,0.25,under 0.25 mgd,under 0.25,0,Completed,TBD
3986,Towne West,2.38 mgd (peak hour),Bartow,5/10/2023,2.38,1.78 mgd (peak hour),1.78,0,Completed,TBD
3983,Circle K Brunswick HSD Expansion,0 mgd,Glynn,5/9/2023,0,0 mgd,0,0,Completed,TBD
3982,Pleasant Valley Road Quarry,"3,000",Talbot,5/8/2023,"3,000","2,500","2,500",0,Completed,TBD
3981,Stubbs Tract 2,+/- 0.014 mgd,Bryan,5/3/2023,+/- 0.014,+/- 0.014 mgd,+/- 0.014,0,Completed,TBD
3980,Stubbs Tract 1,+/- 0.020 mgd,Bryan,5/3/2023,+/- 0.020,+/- 0.020 mgd,+/- 0.020,0,Completed,TBD
3978,Putnam Development Center,.18 mgd,Putnam,4/28/2023,.18,.18 mgd,.18,0,Completed,TBD
3976,Hillwood Poplar Road Industrial,"10,773 gpd",Coweta,4/27/2023,"10,773 gpd","10,773 gpd","10,773 gpd",0,Completed,TBD
3974,The Grove,2.04 mgd as per applicant's proposal.,Henry,4/27/2023,2.04,2.04 mgd as per applicant's propsal,2.04,0,Completed,TBD
3973,Jackson-16 Logistics Center,0.111 mgd,Butts,4/24/2023,0.111,0.093 mgd,0.093,0,Completed,TBD
3971,PNK Tallapoosa,0.207 mgd,Haralson,4/24/2023,0.207,0.173 mgd,0.173,0,Completed,TBD
3968,Mountain Springs Retreat,0.174 mgd with a peak total of 0.434 mgd,Meriwether,4/21/2023,0.174,0.299 mgd with a peak total of 0.746 mgd,0.299,0,Completed,TBD
3967,The Gathering at South Forsyth,2.07,Forsyth,4/18/2023,2.07,1.39,1.39,0,Completed,TBD
3966,Exley North,0.03mgd,Effingham,4/17/2023,0.03mgd,88 erus,88 erus,0,Completed,TBD
3965,Poole Mountain,No water data,Gwinnett,4/14/2023,No water data,No water data,No water data,0,Withdrawn,TBD
3964,Green Meadows,0.249 mgd,Richmond,5/9/2023,0.249,0.2988 mgd,0.2988,0,Completed,TBD
3961,Creekside Property Management LLC Parking Lot,0,Jones,4/11/2023,0,0,0,0,Completed,TBD
3960,Seller's Mill Tributary,0.45 mgd,Jackson,4/7/2023,0.45,0.45 mgd,0.45,0,Completed,TBD
3958,Macon Truck Parking,No water data,Bibb,4/6/2023,No water data,No water data,No water data,0,Completed,TBD
3957,Vanguard Renewables on Schaapman Holstein's Dairy,0.008 mgd,Wilcox,4/10/2023,0.008,"5,000-gallon septic tank","5,000-gallon septic tank",0,Completed,TBD
3955,Hawks Ridge,2.1 mgd,Fulton,4/3/2023,2.1,0.14 mgd,0.14,0,Completed,TBD
3953,Harvest Recycling,2500 gallons per day (.0025 mgd),Walton,3/28/2023,2500 gallons per day (.0025,negligible,negligible,0,Completed,TBD
3952,Forsyth Truck Parking,No water data,Monroe,4/10/2023,No water data,No water data,No water data,0,Completed,TBD
3951,Love's Travel Stop & Country Store,0.01 mgd,Lowndes,3/24/2023,0.01,0.01 mgd,0.01,0,Completed,TBD
3950,Ackerman-E. Hightower Trail,.015mgd,Walton,3/23/2023,.015mgd,.015mgd,.015mgd,0,Completed,TBD
3949,Hwy 80 Warehouse,0.08 mgd,Effingham,3/22/2023,0.08,0.08 mgd,0.08,0,Completed,TBD
3947,Bremen Logistics Center,No water data,Haralson,3/16/2023,No water data,No water data,No water data,0,Completed,TBD
3945,Effingham Business Center,0.01,Effingham,3/15/2023,0.01,0.01,0.01,0,Completed,TBD
3944,Archer Aviation,"phase 1 20,000 gpd, buildout 60,000 gpd",Newton,3/14/2023,"phase 1 20,000 gpd, buildout 60,000 gpd","phase 1 20,000 gpd, buildout 60,000 gpd","phase 1 20,000 gpd, buildout 60,000 gpd",0,Completed,TBD
3941,Commercial Truck Parking and Storage Lot,No water data,Bibb,3/14/2023,No water data,No water data,No water data,0,Completed,TBD
3940,Chastain Meadows,0.19 mgd,Cobb,3/13/2023,0.19,0.12 mgd,0.12,0,Completed,TBD
3939,Rock House Road Site,0.01 mgd,Douglas,3/8/2023,0.01,0.01 mgd,0.01,0,Completed,TBD
3936,7-Eleven and Peterbilt Dealership,.003 mgd,Jackson,3/8/2023,.003,.003 mgd,.003,0,Completed,TBD
3934,Gilbert Road Residential Subdivision,0.156 mgd,Houston,3/2/2023,0.156,No water data,No water data,0,Completed,TBD
3933,Hillwood - SR 16 at Orchard Hills,"10,740 gpd",Coweta,3/1/2023,"10,740 gpd","10,740 gpd","10,740 gpd",0,Completed,TBD
3932,Darien JP Travel Center,"0.058 mgd, ph. 1",McIntosh,3/1/2023,0.058,"0.058 mgd, ph. 1",0.058,0,Completed,TBD
3931,SK Battery America Inc.,3.6 mgd,Bartow,2/28/2023,3.6,1.03 mgd,1.03,0,Completed,TBD
3930,Desnoyer Development,0.00425,Chatham,2/27/2023,0.00425,0.00425,0.00425,0,Completed,TBD
3929,Project Rosebud,0.1 mgd ~ 26 mgy,Fulton,2/23/2023,0.1,0.1 mgd ~ 26 mgy,0.1,0,Completed,TBD
3928,Project Unicorn,.010 mgd,Camden,2/22/2023,.010,0.010 mgd,0.010,0,Completed,TBD
3927,Project Y,less than 1 mgd,Liberty,2/21/2023,less than 1,less than 1 mgd,less than 1,0,Completed,TBD
3925,Gravel Parking Area,0,Hall,2/21/2023,0,0,0,0,Completed,TBD
3923,3970 Matt Highway,0.17,Forsyth,2/20/2023,0.17,0.17,0.17,0,Completed,TBD
3922,PNK- Griffin Site,No water data,Spalding,2/20/2023,No water data,No water data,No water data,0,Completed,TBD
3920,2695 White Sulphur Road,0,Hall,2/17/2023,0,0,0,0,Completed,TBD
3917,The Grove at Oliver Hills,0.16 mgd,Houston,2/16/2023,0.16,0.16 mgd,0.16,0,Completed,TBD
3915,Harrell Family Tract,0.6 mgd,Troup,2/14/2023,0.6,0.6 mgd avg. daily flow,0.6,0,Completed,TBD
3914,Level 19 Townhome & Apartment Living Community,No water data,Habersham,2/9/2023,No water data,No water data,No water data,0,Withdrawn,TBD
3912,Aubrey Corporation Planned Greenspace and Development District (PGDD) Concept Plan,tbd during master plan phases,Bartow,2/6/2023,tbd during master plan phases,tbd during master plan phases,tbd during master plan phases,0,Completed,TBD
3911,Flonnel Avenue Logistics Facility Container Yard,+/- 0.0078,Chatham,1/30/2023,+/- 0.0078,+/- 0.0078,+/- 0.0078,0,Completed,TBD
3910,"Mountain Top Real Estate Group, LLC",No water data,Lumpkin,1/25/2023,No water data,No water data,No water data,0,Withdrawn,TBD
3909,"Mountain Top Real Estate Group, LLC","0.062 mgd (75,000 gallons per day)",Lumpkin,1/25/2023,0.062,"0.062 mgd (75,000 gallons per day)",0.062,0,Completed,TBD
3906,The Grove,No water data,Henry,1/25/2023,No water data,No water data,No water data,0,Withdrawn,TBD
3904,T&T Property,0.17 mgd,Effingham,1/23/2023,0.17,0.17 mgd,0.17,0,Completed,TBD
3902,Le Village du Le Jardin,No water data,Fulton,1/20/2023,No water data,No water data,No water data,0,Withdrawn,TBD
3901,Le Village du Le Jardin,No water data,Fulton,1/20/2023,No water data,No water data,No water data,0,Withdrawn,TBD
3897,"Twiggs Pleasure, LLC.",No water data,Lamar,1/16/2023,No water data,No water data,No water data,0,Completed,TBD
3896,National Guard Amory/Booker School Property,No water data,Lamar,1/16/2023,No water data,No water data,No water data,0,Completed,TBD
3895,"Roberts Road annexation, rezoning & proposed subdivision.",No water data,Lamar,1/16/2023,No water data,No water data,No water data,0,Completed,TBD
3894,Talmadge Property,0.63,Clayton,1/9/2023,0.63,0.76,0.76,0,Completed,TBD
3893,Southside Ready Mix,".08 mgd (8,000 gal/day",Lamar,1/5/2023,.08,no sewage flow to the public sewer. will be on a septic tank.,no sewage flow to the public sewer. will be on a septic tank.,0,Completed,TBD
3892,Capps Ferry Road Subdivision,0.12 mgd,Douglas,12/30/2022,0.12,0.12 mgd,0.12,0,Completed,TBD
3889,BP Industrial,0.0036,Morgan,12/29/2022,0.0036,0.0036,0.0036,0,Completed,TBD
